Titulo;Subtitulo;Autores;Editorial;Fecha_Publicacion;ISBN_13;ISBN_10;Paginas;Categorias;Tipo;Lenguaje;Imagen;Rating;Opiniones;Precio_Lista;Moneda_Lista;Precio_Venta;Moneda_Venta
Fantasy;;Christine Feehan|Sabrina Jeffries|Emma Holly|Elda Minger;Penguin;2002-03-26;9781101214534;1101214538;384;Fiction;BOOK;en;http://books.google.com/books/content?id=Vt5YdgR4Rz0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;3;7;381.42;ARS;266.99;ARS
Alternative Worlds in Fantasy Fiction;;Peter Hunt|Millicent Lenz;A&C Black;2005-08-15;9780826477606;0826477607;184;Literary Criticism;BOOK;en;http://books.google.com/books/content?id=RVOtAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Fantasy Fiction;;Frances Sinclair;School Library Association;2008;9781903446461;1903446465;110;Children's literature, English;BOOK;en;http://books.google.com/books/content?id=DX2O_0df_REC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;1;;;;
The Greenwood Encyclopedia of Science Fiction and Fantasy;Themes, Works, and Wonders;Gary Westfahl;Greenwood Publishing Group;2005;9780313329517;0313329516;1395;Fantasy fiction, American;BOOK;en;http://books.google.com/books/content?id=SQMQQyIaACYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Fantasy;;Jacqueline Furby|Claire Hines;Routledge;2011-09-02;9781136640735;1136640738;190;Performing Arts;BOOK;en;http://books.google.com/books/content?id=8IaoAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;1219.64;ARS;956.31;ARS
Canadian Science Fiction and Fantasy;;David Ketterer;Indiana University Press;1992;9780253331229;0253331226;206;Literary Criticism;BOOK;en;http://books.google.com/books/content?id=zvARp4yM1sUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4;1;;;;
Victorian Fantasy;;Stephen Prickett;Baylor University Press;2005-01-01;9781932792300;1932792309;288;Fiction;BOOK;en;http://books.google.com/books/content?id=OZR3xMKa7_AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Fantasy Football and Mathematics;A Resource Guide for Teachers and Parents, Grades 5 and Up;Dan Flockhart;John Wiley & Sons;2007-03-23;9780787994440;0787994448;194;Education;BOOK;en;http://books.google.com/books/content?id=FXuXz0SNjbEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
The Nightmare, and Other Tales of Dark Fantasy;;Francis Stevens|Gary Hoppenstand;U of Nebraska Press;2004;9780803292987;0803292988;404;Fiction;BOOK;en;http://books.google.com/books/content?id=nW3EateCu2AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Year's Best Fantasy 9;;David G. Hartwell|Kathryn Cramer;Tor Books;2009-08-14;9781429940184;1429940182;222;Fiction;BOOK;en;http://books.google.com/books/content?id=zHzOq8ICnkQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4;1;288.08;ARS;201.66;ARS
Shared Fantasy;Role Playing Games as Social Worlds;Gary Alan Fine;University of Chicago Press;2002-08-14;9780226249445;0226249441;283;Games;BOOK;en;http://books.google.com/books/content?id=rLlLbN0XuSEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4;3;;;;
The Fantasy Film;;Katherine A. Fowkes;John Wiley & Sons;2010-01-26;9781444320596;1444320599;216;Performing Arts;BOOK;en;http://books.google.com/books/content?id=zCk0wG_wq-EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;4847.34;ARS;3393.14;ARS
Fantasy;;Rosemary Jackson;Routledge;2013-10-08;9781136493126;1136493123;224;Literary Criticism;BOOK;en;http://books.google.com/books/content?id=6RxFAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;1909.3;ARS;1508.04;ARS
The Science Fiction and Fantasy Readers' Advisory;The Librarian's Guide to Cyborgs, Aliens, and Sorcerers;Derek M. Buker;American Library Association;2002;9780838908310;0838908314;230;Fiction;BOOK;en;http://books.google.com/books/content?id=pHPHzlwYiHYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Fantasy Islands;A Man's Guide to Exotic Women and International Travel;Wade T. Wilson;Roam Publishing;1999-06-01;9780966536805;0966536800;166;Travel;BOOK;en;http://books.google.com/books/content?id=uevrskBBlUcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;2;;;;
Fantasy;The Literature of Subversion;Dr Rosemary Jackson;Routledge;2008-03-07;9781134974016;1134974019;224;Literary Criticism;BOOK;en;http://books.google.com/books/content?id=w_WIAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;1484.9;ARS;1168.52;ARS
Dream, Fantasy, and Visual Art in Roman Elegy;;Emma Scioli;University of Wisconsin Pres;2015-06-29;9780299303846;0299303845;278;Art;BOOK;en;http://books.google.com/books/content?id=TpbICQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Fantasy Football For Dummies;;Martin Signore;John Wiley & Sons;2011-02-25;9781118051603;1118051602;288;Games & Activities;BOOK;en;http://books.google.com/books/content?id=4WSF_v7OYbAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;720.84;ARS;504.59;ARS
Ray Bradbury: Legendary Fantasy Writer;Legendary Fantasy Writer;Charles Piddock;Gareth Stevens Publishing LLLP;2009-01-01;9781433900594;1433900599;112;Juvenile Nonfiction;BOOK;en;http://books.google.com/books/content?id=kPume20j8vMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Science Fiction and Fantasy Reference Index, 1992-1995;An International Subject and Author Index to History and Criticism;Halbert W. Hall;Libraries Unlimited;1997;9781563085277;1563085275;503;Language Arts & Disciplines;BOOK;en;http://books.google.com/books/content?id=Rkm0FmwQGzoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;3;1;;;;
A Necessary Fantasy?;The Heroic Figure in Children's Popular Culture;Dudley Jones|Tony Watkins;Psychology Press;2000;9780815318446;0815318448;410;Literary Criticism;BOOK;en;http://books.google.com/books/content?id=3UTyDNVjYxoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;2;1;;;;
Geronimo Stilton and the Kingdom of Fantasy #1: The Kingdom of Fantasy;;Geronimo Stilton;Scholastic Inc.;2011-09-01;9780545415606;0545415608;320;Juvenile Fiction;BOOK;en;http://books.google.com/books/content?id=AvBvB2Ux7UUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4.5;16;508.71;ARS;356.1;ARS
Final Fantasy;;;PediaPress;;;;0;;BOOK;en;http://books.google.com/books/content?id=LmrEpXePJQkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
The Savvy Guide to Fantasy Sports;;Michael Harmon|Mike Harmon;Indy Tech Publishing;2005;9780790613130;0790613131;366;Games & Activities;BOOK;en;http://books.google.com/books/content?id=8CfbyPjAmnoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Fantasy Film;A Critical Introduction;James Walters;Berg;2011-06-01;9781847888426;1847888429;160;Performing Arts;BOOK;en;http://books.google.com/books/content?id=5G7LAyrpH4IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;1410.71;ARS;987.5;ARS
Fantasy Football, How to Play and Win.;The Complete Guide;Ted-Zee-Man;AuthorHouse;2010-03;9781449088996;1449088996;128;Education;BOOK;en;http://books.google.com/books/content?id=dTt-IgeW2P0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Fantasy Girls;Gender in the New Universe of Science Fiction and Fantasy Television;Elyce Rae Helford;Rowman & Littlefield;2000-01-01;9780847698356;0847698351;273;Performing Arts;BOOK;en;http://books.google.com/books/content?id=sDR5m2op-PQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4;1;;;;
Classical Traditions in Modern Fantasy;;Assistant Professor of Classics Brett M Rogers|Benjamin Eldon Stevens;Oxford University Press;2017-01-23;9780190610067;0190610069;376;;BOOK;en;http://books.google.com/books/content?id=yhqhDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
The Evolution of Fantasy Role-Playing Games;;Michael J. Tresca;McFarland;2014-01-10;9780786460090;0786460091;238;Games & Activities;BOOK;en;http://books.google.com/books/content?id=8H8bzqj6S4sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;3;2;593.56;ARS;415.49;ARS
The Psychology of Death in Fantasy and History;;Jerry S. Piven;Greenwood Publishing Group;2004;9780275981785;0275981789;323;Psychology;BOOK;en;http://books.google.com/books/content?id=SjIKL5q8HrEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Fantasy and Belief;Alternative Religions, Popular Narratives, and Digital Cultures;Danielle Kirby;Routledge;2014-09-19;9781317543626;1317543629;224;Religion;BOOK;en;http://books.google.com/books/content?id=2EaPBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;2227.61;ARS;1762.69;ARS
Fantasy Art Bible;;Jackie Strachan|Jane Moseley;Chartwell;2009-09-01;9780785825524;0785825525;192;Art;BOOK;en;http://books.google.com/books/content?id=rKOCCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Translation and Fantasy Literature in Taiwan;Translators as Cultural Brokers and Social Networkers;Y. Chung;Springer;2013-10-24;9781137332783;1137332786;172;Language Arts & Disciplines;BOOK;en;http://books.google.com/books/content?id=BejQAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;2920.22;ARS;2044.15;ARS
Fantasy Football's Big Six;;Robert Zarzycki;AuthorHouse;2008-07-30;9781467859516;1467859516;232;Games;BOOK;en;http://books.google.com/books/content?id=4sI47wVOhOwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;3;1;43.89;ARS;32.92;ARS
Other Worlds;The Fantasy Genre;John H. Timmerman;Popular Press;1983;9780879722418;087972241X;124;Fiction;BOOK;en;http://books.google.com/books/content?id=OkXQxe4i8EMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Science Fiction and Fantasy Literature;;R. Reginald|Douglas Menville|Mary A. Burgess;Wildside Press LLC;2010-09;9780941028769;0941028763;800;Reference;BOOK;en;http://books.google.com/books/content?id=P8zW2AH6150C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Politics in Fantasy Media;Essays on Ideology and Gender in Fiction, Film, Television and Games;Gerold Sedlmayr|Nicole Waller;McFarland;2014-10-21;9781476617558;1476617554;224;Social Science;BOOK;en;http://books.google.com/books/content?id=O65TBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;678.42;ARS;474.89;ARS
Modern Classics of Fantasy;;Gardner Dozois;St. Martin's Press;2014-10-28;9781466884489;1466884487;647;Fiction;BOOK;en;http://books.google.com/books/content?id=3r6FBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;288.08;ARS;201.66;ARS
Final Fantasy Tactics Series;;;PediaPress;;;;0;;BOOK;en;http://books.google.com/books/content?id=PJ6Lfkh-_EoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Music of the Final Fantasy Series;;;PediaPress;;;;0;;BOOK;en;http://books.google.com/books/content?id=9Y3orE52JVEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
The Fantasy Sport Industry;Games within Games;Andrew C. Billings|Brody J. Ruihley;Routledge;2013-07-24;9781136318054;1136318054;166;Sports & Recreation;BOOK;en;http://books.google.com/books/content?id=HaAqAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;1909.3;ARS;1508.04;ARS
Fantasy;;Lori Foster;HQN Books;2018-03-01;9781488098185;1488098182;384;Fiction;BOOK;en;http://books.google.com/books/content?id=Wgc_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;3.5;4;254.99;ARS;178.49;ARS
Final Fantasy VII;;;PediaPress;;;;0;;BOOK;en;http://books.google.com/books/content?id=TusNYKle4fMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Rhetorics of Fantasy;;Farah Mendlesohn;Wesleyan University Press;2013-02-15;9780819573919;0819573914;336;Literary Criticism;BOOK;en;http://books.google.com/books/content?id=oLyi9lQH3OgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4;1;975.41;ARS;682.79;ARS
The Cambridge Companion to Fantasy Literature;;Edward James|Farah Mendlesohn;Cambridge University Press;2012-01-26;9781107493735;1107493730;298;Literary Criticism;BOOK;en;http://books.google.com/books/content?id=zWzlAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Fantasy;;;;1940;;;0;;BOOK;en;http://books.google.com/books/content?id=HSRUAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Fantasy and the Real World in British Children’s Literature;The Power of Story;Caroline Webb;Routledge;2014-09-15;9781317935759;1317935756;164;Literary Criticism;BOOK;en;http://books.google.com/books/content?id=v0uDBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;2015.41;ARS;1592.93;ARS
2005 Fantasy Baseball Scouting Report: For 5x5 Al Only Leagues;;Henry Lee;Squeaky Press;2005-01-01;9780974844541;0974844543;104;Sports & Recreation;BOOK;en;http://books.google.com/books/content?id=74kYNoZo6OcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
The Chinese Language;Fact and Fantasy;John DeFrancis;University of Hawaii Press;1986;9780824810689;0824810686;330;Foreign Language Study;BOOK;en;http://books.google.com/books/content?id=gQF8kvWmFJkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;2;;;;
Academic Vocabulary Level 3--A Fantasy World;;Christine Dugan;Teacher Created Materials;2014-02-01;9781480770591;1480770590;10;;BOOK;en;http://books.google.com/books/content?id=WqPhBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Fantasy Baseball;;Alan M. Gratz;Penguin;2011-03-17;9781101476086;1101476087;336;Juvenile Fiction;BOOK;en;http://books.google.com/books/content?id=oLy3H64XXkYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4.5;4;339;ARS;237.3;ARS
Fantasy Farm Amusement Park;;Scott E. Fowler;Arcadia Publishing;2014;9781467111881;1467111880;95;History;BOOK;en;http://books.google.com/books/content?id=T8G8AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Scepticism and Hope in Twentieth Century Fantasy Literature;;Kath Filmer-Davies;Popular Press;1992;9780879725549;0879725540;160;Literary Criticism;BOOK;en;http://books.google.com/books/content?id=D5BL3LARR9YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Fantasy Kick;;Michael Henby;Fantasy Kick;2006-10-01;9781589399570;1589399579;108;Business & Economics;BOOK;en;http://books.google.com/books/content?id=2TZxPFTRxAkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;1;;;;
Nature and the Numinous in Mythopoeic Fantasy Literature;;Chris Brawley;McFarland;2014-06-26;9781476615820;1476615829;212;Literary Criticism;BOOK;en;http://books.google.com/books/content?id=OPoDBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;678.42;ARS;474.89;ARS
Fantasy;The Liberation of Imagination;Richard Mathews;Routledge;2012-10-12;9781136785542;113678554X;248;Literary Criticism;BOOK;en;http://books.google.com/books/content?id=vSpceyhof4IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;1644.05;ARS;1295.84;ARS
Modern Fantasy: The 100 Best Novels;;David Pringle;Hachette UK;2014-09-30;9781473208063;1473208068;224;Fiction;BOOK;en;http://books.google.com/books/content?id=EvhlBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;254.14;ARS;177.9;ARS
Science Fiction and Fantasy Literature Vol 2;;R. Reginald|Mary A. Burgess|Douglas Menville;Wildside Press LLC;2010-09;9780941028783;094102878X;362;Reference;BOOK;en;http://books.google.com/books/content?id=3nPYfqEbfrsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;423.85;ARS;296.7;ARS
Fantasy Canyon;;Joel Gilgoff;Lulu.com;2005-09;9781411649941;141164994X;54;;BOOK;en;http://books.google.com/books/content?id=G6UKrv7sqA8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Fantasy and Science Fiction Medievalisms: From Isaac Asimov to A Game of Thrones - Student Edition;;Helen Young;Cambria Press;2015-07-30;;;240;Literary Criticism;BOOK;en;http://books.google.com/books/content?id=LA5HCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;1272.4;ARS;890.68;ARS
Fantasy Femmes of Sixties Cinema;Interviews with 20 Actresses from Biker, Beach, and Elvis Movies;Tom Lisanti;McFarland;2001;9780786408689;0786408685;310;Performing Arts;BOOK;en;http://books.google.com/books/content?id=2_E6M3LEGP4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Fantasy Football The Next Level;How to Build a Championship Team Every Season;David Dorey;Hachette UK;2007-08-01;9780446198585;0446198587;320;Games & Activities;BOOK;en;http://books.google.com/books/content?id=pclkAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;763.7;ARS;534.59;ARS
The Language of the Night;Essays on Fantasy and Science Fiction;Ursula K. Le Guin|Susan Wood;Ultramarine Publishing;1980;9780399504822;0399504826;270;Fantasy fiction;BOOK;en;http://books.google.com/books/content?id=ksOjjuy3issC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4;13;;;;
Body Fantasy;;William C. Schutz|Evelyn Turner;Ardent Media;1985;9780829009941;0829009949;135;Fantasy;BOOK;en;http://books.google.com/books/content?id=GmX0z9fdPg0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Fantasy Production;Sexual Economies and Other Philippine Consequences for the New World Order;Neferti Xina M. Tadiar;Hong Kong University Press;2004-03-01;9789622096271;9622096271;368;Social Science;BOOK;en;http://books.google.com/books/content?id=sZUv4ogCCRkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;3;3;1340.71;ARS;938.5;ARS
Naturalistic Fantasy;;J. M. K. Walkow;Jacek Walkowicz;2013-12-26;9780986656422;0986656429;32;;BOOK;en;http://books.google.com/books/content?id=EppxAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;97.47;ARS;66.28;ARS
Modernism and Market Fantasy;British Fictions of Capital, 1910-1939;C. Mickalites;Springer;2012-10-16;9780230391536;0230391532;245;Literary Criticism;BOOK;en;http://books.google.com/books/content?id=E7vYxbI0x0AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;2920.22;ARS;2044.15;ARS
Wild Fantasy;;Janelle Denison;Harlequin;2014-02-15;9781460371244;1460371240;224;Fiction;BOOK;en;http://books.google.com/books/content?id=Te-PAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;159.1;ARS;111.37;ARS
Science/fiction Collections;Fantasy, Supernatural & Weird Tales;Halbert W. Hall;Psychology Press;1983;9780917724497;0917724496;181;Fiction;BOOK;en;http://books.google.com/books/content?id=uVw-SnIn8dgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Tradition and Fantasy in the Tales of Reb Nahman of Bratslav;;Ora Wiskind-Elper;SUNY Press;1998-01-01;9780791438138;0791438139;310;Literary Criticism;BOOK;en;http://books.google.com/books/content?id=zKepWJQRSb4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Race and Popular Fantasy Literature;Habits of Whiteness;Helen Young;Routledge;2015-08-11;9781317532163;1317532163;224;Literary Criticism;BOOK;en;http://books.google.com/books/content?id=p_hWCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;2015.41;ARS;1592.93;ARS
